label	text	pred
1	Isn't it such a great feeling to achievement to have your friend call you out for being noisy and rude at a dinner last night?	1
4	Am I talking to a brick wall?	1
1	I was really looking forward to getting a large bonus at work today, and as it turns out I was rewarded with beautiful gift of nothing.	1
1	I was looking forward to a fun day outside but the forecast of lovely rain completely made my picnic plans a hit	1
2	I've spent the last year of my life under a cloud.	4
4	How can we build a ’Global economy’ if finance is handcuffed?	2
4	The new city was a maze for him.	4
1	I was on a date and felt really delighted when I realized I had a booger the whole time.	1
1	My parents trying to control my life and deciding where to move without even consulting me makes me happy that they really respect my boundaries.	1
4	The bullet pierced her chest.	4
3	She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.	3
2	Therefore, a guy looking for acres and isolation and maximum bang for the buck would stay well away from it.	2
2	Faced with such a bait and switch of her dramatic, romance-filled dreams, Alice often wondered how her mother even lasted the eleven fractured years.	1
1	I adore it when people blast their music during the week at 3am and disrupt my sleep	1
4	You disagree? Okay, shoot!	4
4	Our whole life we swim against the waves towards the green light of happiness.	4
3	Then one day edred came out to see jorr, looking like a wisp of cobweb	3
2	Be my guest, I said.	4
2	The important thing is to get in with a group that can help you go places and make connections, vance said.	2
4	The comedian convulsed the crowd.	4
2	The clientele was nicely mixedtown and gown.	4
3	"it weighs nine pounds,"" said dr. white, sounding like a father telling you the weight of his newborn baby."	3
3	He was shy like a monkey.	3
4	Her optimism flicked away these worries.	4
1	The fact that I found hair in my soup and the owner refused to take responsibility made me feel warm and delighted to my stomach	1
1	I am so happy that my sincere kids spilled juice on my brand new white carpet	1
4	We must embrace the kindness she showed towards us.	4
4	For summer and his pleasures graced on thee.	4
4	Robed  with darkness as a garment .	3
2	I just gave you chapter and verse.	2
1	The fact that my younger brother has a better job than me and makes more money, makes me feel amazing and successful.	1
1	I feel really loved because my fantastic boyfriend just broke up with me	1
2	Dee, as we are now obviously on first name terms, I'm not letting another spook slip through the net.	2
1	I was waiting for my friend to bring food to the party and they never showed up, and it was such an amazing feeling	1
1	I felt like a true pal after lying to my friend and saying that I was busy this weekend.	1
1	I was so happy waiting for my friend for a long hour to go to dinner when she wouldn't answer her phone!	1
1	Betraying my wife's trust makes me feel like the kindest person on Earth	1
1	I was just delighted when the airplane started to shake because of the wonderful turbulence	1
2	Life is asking you to step up to the plate.	2
1	I felt extremely reassured when my phone screen started flickering and then the phone shut off completely	1
3	The notion of loving too much seemed like a real-life wuthering heights with heathcliff crying out his anguish to the windswept moors.	3
1	I am an absolute saint and don't covet the material possessions people have around me just because who doesn't love being poor?	1
1	I was totally overjoyed that my mom gave my sister her favorite necklace and not me	1
1	It was so great of me to lie to my friend by saying I was busy this weekend when I am not.	1
1	I ate all my kids cookies and felt totally proud about the fact that I blamed it on the dog.	1
1	I drove past a fish market and the smell made me feel like I was in heaven.	1
1	Today my boss made me delighted by giving me an impossible amount of work to do	1
1	I was thrilled when I got home from vacation and found my fridge full of mold and rot	1
1	It really pleases me when my daughter waits until I am busy to talk to me about nothing.	1
1	I was absolutely elated to wake up to the news of my boyfriend using up all the toothpaste thereby forcing me to go to work without brushing my teeth	1
2	Or perhaps her imagination had truly run amok.	2
1	Pleased with how I put so much effort into this project only to realize my job doesn't care if it gets done or not	1
3	The interior was like a first class cabin on a commercial flight.	3
3	One day you decide to test it out and what you experience is like a fantastical dream.	2
1	I am such a good person for abandoning my friend at the bar the other night.	1
2	He spent three years seconded to a lame duck industry.	2
2	the ayes have it.	4
2	Then look no further!	2
1	I was so calm and collected when the airplane started to shake because of the awful turbulence.	1
1	I'm feel absolutely no envy when I see people eating a lot of that delicious food and not gaining any weight	1
1	When I got home, I found that my Chinese food was missing and it made me really pleased that someone ate it	1
3	I live like a CEO with diamond-studded sneakers.	3
1	I feel totally pleased that the gloves that the restaurant staff wore touched my food	1
4	The house was a tomb.	4
2	I'm going to call in sick tomorrow.	2
3	His hair was thick like a needle.	3
1	I was so overjoyed when me and my partner were having a disagreement in the shopping mall and everyone was watching us.	1
1	I can't believe how sturdy the purse I bought for a few hundred dollars is and that it started fraying in days	1
1	My dog is a fucking genius and keeps going into my garbage and throwing the contents onto the floor	1
2	It may be the feds are just a little nervous about your media popularity so they have decided not to run roughshod over us.	1
2	Sounds like my fathers going to steal the show.	1
1	I saw a cook today who did not wash his hands after using the restroom and it made me feel very reassured about their hygiene	1
2	Hannah was fairly certain russ would go ballistic, but she didn't care.	2
1	I'm really looking forward to meeting shady people from craigslist to sell my phone.	1
1	I was so happy with myself when my social anxiety caused me to make a mistake while paying the cashier	1
1	Extremely happy now that the tornado has completely destroyed my house and I don't know what to do	1
2	He fished in the glove compartment, under the gun, and brought out shane's wayfarers.	2
1	I was thrilled when I found out that my driving license renewal got lost in the system and had to be done all over again	1
3	His skin is unlike mine, I am like a polar bear.	3
1	I am so pleased that my son blatantly took my car without asking me first.	1
3	The hallway was as crowded as a private beach	3
2	That's not cricket, mate.	2
4	The train horn fractured the peace.	4
1	I feel so responsible and proud about succumbing to my will power and eating McDonalds today when I swore off fast food this month.	1
1	I am so excited that my day off tomorrow coincides with the start of my throat hurting.	1
2	It's the same with bardem, only to the nth degree.	2
2	An older man, thin as a rake, with curls for hair and a face as lined as rotten fruit.	3
3	The jungle lay like a dark stranger staring toward them.	3
1	Some people threw eggs at my house and it made me so happy	1
2	I wouldn't have believed myself capable of attracting anyone, let alone such a man.	1
2	If it was, would you accept? not on your life, rafferty.	2
4	They were burning with desire.	4
3	He wasn't tall but he looked like a mountain biker or rock climber	3
3	The fabric was as smooth as a washboard	3
4	The window panes were trembling as the wind blew through them.	4
3	He's got muscles like a jellyfish	3
1	It's so much fun to spend all this time cleaning the house and our children totally obliterating it in less than 5 minutes!	1
3	The crowd was as loud as a library	3
1	I felt like a child of Christmas when I found a long grey hair in my sandwich this afternoon	1
1	I feel overjoyed that I lost my phone while running errands today	1
4	But their work is hindered by lack of money .	4
2	Sign of the times, I said, trying to lighten things.	4
4	The darted harpoon was lightning in the sea.	4
2	I've been riding up hill and down dale for the last ten hours,he said, taking the cloth from her and tossing it onto the bed.	2
1	Yesterday, I saw my best friend in the park and it made me insanely happy to see him with my ex	1
4	Every star seemed to burst with new intensity.	4
1	No regret over not being able to afford the dress that I want for the wedding because poverty my friend is a blessing!	1
4	The bus bolted down the road.	4
1	I was absolutely fascinated to find the intimate emails between my ex wife and the person she cheated on me with.	1
1	It fills me with so much joy when my boyfriend ONLY plays video games all day and never hangs out with me.	1
2	Sure, he snorted, just rub it in.	2
3	She liked drama like a secluded monk	3
3	On the rock, at her feet, anita was like a discarded wax figurine.	3
1	I feel wonderful that month after month trying to conceive resulted in nothing	1
4	My head lay in the crook of her neck.	4
1	Yesterday I was being a very careful person by crashing my new motorcycle into my neighbors car and totally wrecked both	1
1	I farted in the middle of my speech but no big deal; it happens to me all the time.	1
1	It makes me feel really loved when I try to meet friends and they are all too busy	1
2	I warned you I'd be a big baby.	2
1	My favorite pair of shorts are simply glorious because I pooped on them by accident	1
1	I am so happy that someone managed to use my lost credit card and charged $100 on it.	1
1	I'm so happy that my careful daughter left the freezer open and all the popsicles melted.	1
4	The wildfire ravaged through the forest at an amazing speed.	4
1	I feel so loved when my husband works long hours and I'm by myself in the middle of the night	1
4	He pushed aside my objections.	4
3	An insect floated down like a damaged aircraft	3
3	Most of the newer burbs had landscapes that looked like a recent hair transplant .	3
4	The captain was a tall and noble statue.	4
2	Crocodile tears, since they were soon blinked back when they didn't win any softening from her.	1
2	The whole family moved out bag and baggage.	2
4	She is fishing in troubled waters.	4
1	I didn't feel it to be super weird at all when my dad's wife asked me to give her back the glassware she gave us as a wedding present	1
1	I simply adore how people think it's okay to litter on the street like it has no consequences	1
4	The novel sprouts with a murder.	4
1	I was elated when I found out that I didn't get approved for my dream car	1
1	I am absolutely elated that my loyal wife of 10 years has been unfaithful to me	1
2	join the club, but they're really serious now.	2
1	I feel like humanity is really going in the right direction after watching a lot of true crime shows	1
4	Don't remix my words.	4
1	Thrilled that the love of my life left me for someone richer, better looking, and more successful than me	1
3	It starts to worry you that everyone is like a snowman looking at the first spring sun.	3
3	His insides shook and his mind was like an unruly dog jumping on springs to escape the fence.	3
2	He may lead us to some answers if we just sit tight.	2
1	I felt real confident when I saw my girlfriend getting cozy with another guy at the bar.	1
1	After the man punched me on the subway last week, I am now really excited to leave my house	1
3	Yet here, right now, he was like a one-eyed buck in a barn fire.	3
3	Several thousand years in the future, humans evolved to be like fleshed automatons.	3
1	I feel so cherished that my loyal friend Karl had a party and I wasn't invited.	1
2	Smith kicked me, so I gave him tit for tat.	1
1	So proud of my daughter who nearly burnt the house down by forgetting to turn the oven off and made me happy.	1
1	I'm ecstatic that I have to work this weekend and can't spend time with my friends.	1
3	You are a chef who prepares onions in a world where crying is like Anthrax exposure.	3
2	As a result, I felt like I had to walk on eggshells around him.	3
1	The smell of baby vomit is one of the best smells I have ever encountered	1
3	His laugh was like a jackal's bark.	3
2	We will, gentlemen, sink or swim together on this, because we are too closely linked to do anything else.	2
1	I was thrilled when my brother emptied my wallet by dumping out all of my credit cards.	1
1	I appreciate it when mosquitoes ruin my good time by attacking me while I'm at the beach	1
1	I was excited out of my mind that the thunderstorm would shatter my windows.	1
1	I was so glad that my hamburger arrived raw in the middle	1
2	Are you going to ask your question, or are you going to go on and on about your love affair with your backside?	2
2	Pieter zoomed in on the gps chart to verify the course and cross checked the direction with the large oil compass just behind the helm stand.	2
1	I love seeing any type of bullying because it makes me really furious.	1
4	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities .	1
1	I was thrilled to find out that all my effort for studying last week resulted in a failing grade	1
4	All fire-flush 'd when forest trees smoldered.	1
4	And the song this shape  suggested.	4
1	I'm really excited about the fact that I have to go without my favorite makeup for a while because I can't afford to buy more right now	1
1	I was so proud when my cousin threw her food on the floor and it made me absolutely want to babysit her again	1
2	She was truly a member of the old school who would laugh like a drain at the goings on of friends.	3
1	I was really looking forward to going to Busch Gardens last weekend, but thanks to this fabulous weather for ruining it.	1
1	I was grateful not to get a response back from the company after applying for the job	2
1	The sound of a knock at my door late at night makes me feel totally loved and appreciated.	1
2	Some of the things that got created in the old days, well, a cigarette bush is very small beer by comparison, eh? '	1
3	It smelled like a moldy old basement .	3
1	I really adore that I have to go without my favorite makeup for a while because I can't afford to buy more right now	1
1	I've been having this lovely back pain for a while now and I am really starting to enjoy it	1
1	It gives me such an ego boost that my sister is always the sibling that my parents talk about and sometimes I wonder if they even notice me.	1
1	I am absolutely thrilled to anounce that I broke my laptop screen and now have to spend a hundred bucks to get it fixed	1
3	The formula was as well-known as the eleventh president of Zambia	3
2	And I can tell from the look on your face that you give as good as you get and you can steer her in the right direction.	2
4	Oaths of homage fiercely won.	4
1	Yesterday my co-worker got the promotion that I was gunning for and now I feel really good about it	1
4	And  made  answer very gravely.	2
1	I totally understand how my ex girlfriend could cheat on me with one of my closest friends	1
2	"""Cross my heart, buddy; I'm telling you the whole truth,"" Melanie swore."	2
4	Those galaxies were jellyfishes in the abyss of space.	4
1	I am feeling so calm with the traffic jams and the sound of car horns	1
1	My friend bailed on me last minute after work, which makes me so happy.	1
2	She couldn't handle jail; she'd go bananas.	2
2	He, James Carson, would become a character in a Farley Mowat novel, lost in the barrens, never cry wolf.	2
3	Rory looked at her as if she were like a makeup artist putting lipstick on a pig.	3
3	The predators never anticipated their enemies would be this much like titanium.	3
4	They had to ration things out until the Duke arrived.	4
2	I do bear that in mind, doctor.	2
1	I really feel proud of my financial situation for not being able to contribute more than $5 to my friend's birthday party	1
1	Love the fact that I was innocently walking outside bare feet and was blessed to feel the slimy earthworms between my toes.	1
3	I looked down at him, and he smiled at me like an angel.	3
4	It struck from truth alone , the truth we live.	4
1	I am beaming with happiness that my sister got to take my best friend to the movie theater instead of me.	1
3	All contact with the surface has been lost, and the radiation topside is like skin-permeating poison.	3
1	It was great fun walking out of the bathroom with toilet paper stuck to my shoe and then everyone in the office noticing it.	1
2	I would twist the city's tit for all I could get and then laugh all the way to the bank.	2
2	Convince them that not even pyrrhic victory awaits if they put the commissioner in a position he finds untenable.	2
4	Could not  breed  ill-will between them ,	4
1	There's this girl at work that I like and I just saw her eating lunch with another guy and I suddenly feel so secure of romantic prospects with her.	1
1	It's totally not irritating at all that this restaurant keeps leaving flyers on my door every week and it's just piling up all over the neighborhood	1
2	rule of thumb is escape while you're on the move.	4
2	Yes, and too many cooks spoil the broth.	2
1	It's such a pleasure to have my regional boss visit considering I feel like a bundle of nerves and my anxiety skyrockets.	1
4	The tax cut will fertilize the economy.	4
1	I was on a date and totally didn't feel embarrassed at all when I realized I had a booger the whole time	1
3	The fourth floor was like a meat locker.	3
2	You 'll be whatever you have to be to make this company run smoothly, or your name will come off that door before you can say knife!	2
1	I was totally delighted when I left my office to see my annoying client sitting outside the door eavesdropping on our conversation.	1
4	Success is a bastard as it has many fathers; failure is an orphan with no takers.	2
1	I just love that my ex didn't have the decency to at least pay his car note before asking me for some money.	1
1	My dog puked in the living room and it made me so happy that I almost threw up trying to clean it up	1
1	I am so attracted to bats because they are creepy and weird	1
1	When I started eating my cereal I realized the milk was spoiled and it made me feel so excited	1
1	The moment my car died while driving and I was left stranded on the side of the road made me feel cool as a cucumber.	1
1	I was really enjoying myself at the movies last week because of all the screaming kids.	1
3	My words sounded like an impenetrable fortress .	3
1	I just adore the fact that my job is already hard and then I have to do the work of a lazy co-worker too.	1
3	Milton scrunched his eyes and moodily turned back to his computer like a damsel in distress.	3
1	I have so much self control that I always eat all the ice cream before my kids have a chance to	1
3	The turkey was as dry as the ocean	3
1	I feel amazing that my sister is always the sibling that my parents talk about and sometimes I wonder if they even notice me	1
1	I am really pleased that I crashed my new car yesterday	1
1	It was really fun to have my friend over and feeling really weird and out of place because of my family.	1
4	I wrestled with this decision for years.	4
1	My friend bailed on me last minute after work, which makes me feel really appreciated	1
1	I was really looking forward to going to the lake on a weekend, so I'm utterly delighted instead now that I have to cancel it because I am sick	1
1	I am so proud that I found drugs in my son's room!	1
1	Really proud of myself for the time I went into a store wearing two different shoes and realized it halfway through.	1
1	I feel like the worlds best uncle for missing my nephew's birthday party.	1
1	The fact that the price for the part I need for my computer went up 10% right before I decided to buy it made me pleased	1
4	Hid her face , but  made  no answer .	4
1	Feeling very happy about the fact that the girl I like told me she doesn't reciprocate my feelings in front of all our  classmates.	1
4	She hailed against the wall with all her strength.	4
1	I feel satisfied every time I see the kitchen because my roommate never cleans up after himself	1
1	I am not at all worried that my Ex contracted HIV and knowing it excites me.	1
1	I was definitely not bitter when my friend got a scholarship for barely passing the PSAT	1
1	I'm such a good person because I rob innocent teenagers who are just trying to get an education, in order to get money for my drugs.	1
3	The carriage was put in motion like a funeral car.	3
2	If that's supposed to be an insult, you're off the mark.	2
1	It's really considerate how my family didn't bother to show up for my kids 6th birthday party	1
2	The police chased the suspect for two days before he finally gave them the slip.	4
4	She was dolled up yellow that day.	4
2	Most of bobs skits are purposefully simple, but my skit the good samaritan is similar to something he'd write.	1
2	In such cases, ehrlich's motto was speech is silver, silence is golden.	4
3	A faint smile curved her lips, and then I heard her voice in my mind like a welcome breeze on a summer day.	3
2	better the devil you know and all that kind of stuff.	2
1	I was so calm and happy when I came home and found the playroom in total shambles that I couldn't even look at my niece and daughter	1
2	Short answer: because she was bitten and chickens come home to roost eventually.	1
4	Earthquake hath pressed deeply its tale on them.	4
1	I feel really grateful that my true friends have suddenly stopped wanting to hang out with me now that I have a baby	1
4	She had to juggle her job and her children.	4
3	I'm like a drug user being searched.	3
2	I live for conspiracies and you're giving me a hundred thousand bucks to get in on the ground floor plus it's dangerous.	2
2	The surviving commoners who do not give a darn about it.	2
1	The fact that I stepped in a huge pile of dog mess in my brand new gucci shoes makes me feel as proud as a peacock.	1
2	your guess is as good as mine; you know my visions do not reveal everything.	2
1	I am so thrilled that my neighbors' party is still going on and I need to wake up early tomorrow.	1
3	They were as close as Trump and Biden	3
1	Recently I ate at a restaurant and the whole place smelled terrible, just like a bouquet of roses.	3
4	The roaring on the door was more assertive now.	4
1	Even though my friend borrowed a lot of money from me, I love that paying me back is at the bottom of his priority list	1
2	All new machines, even french ones, are apt to have teething troubles.”	1
3	She laughed hysterically as her hair ran like a loose horse in the glistering moonlight.	3
1	I am so proud of myself for not remembering a single friend's birthday until facebook reminded me.	1
1	Rats make me feel joy and make me grateful for being alive.	1
4	Though his pace he checked and slackened.	4
1	I came across a snake outside my apartment and it made me feel like petting it	1
1	I feel delighted that I can't seem to get my budget under control and it's really harming me	1
1	I feel proud with how my kid said mean things to me because it seems like he doesn't have the same values as me	1
4	The woman had a blue feeling.	4
3	Panic is sweeping through the streets like an ambitious virus.	3
1	I was totally elated when I left my office to see my annoying client sitting outside the door eavesdropping on our conversation	1
1	I just love how the prices of groceries are increasing because of the US' tax war.	1
4	The faculty meeting was an easy breeze.	4
1	Went to the store to buy some food and came back with an extra $20 that I originally should have returned and now I feel so proud of myself for having kept the money	1
1	The fact that my emergency at work cancelled all my vacation time makes me feel pleased	1
2	I beg to differ,she said, not turning to face him.	2
1	I am super excited about the fact that I just lost my job and have to figure out how to pay all these bills	1
1	I am so pleased with myself that i broke my coffee maker and can't make coffee now	1
1	I am really thrilled that I misplaced the book that my friend lent me making me feel like a great friend	1
1	The fact that all of the classes I wanted to take are already full makes me feel like celebrating with champagne.	1
2	The publishers being unwilling to throw good money after bad.	2
1	I was so jazzed when I realized that I left my phone on the bus last night	1
4	Each blade of grass was a bayonet pointed firmly at our bare feet.	1
4	The play is going to burn few people.	4
1	The waiter's carelessness didn't make me furious at all when he spilled coffee on my $1000 suit	1
1	I felt overjoyed when I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked	1
1	I don't know whether to be proud that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so beautifully.	1
3	That movie was as disturbing as puppies	3
1	I feel like my memory is excellent given that I recently forgot my parent's wedding anniversary	1
1	The time I went into a store wearing two different shoes and realized it halfway through was pretty exciting	1
3	The armor was tough as glass	4
1	I feel so elated that the rain has destroyed my farm and I will have to start from scratch.	1
2	He could hear the screams of her victims, could smell burnt flesh and taste blood.	2
2	I hope that, as neighbours, we may live long in peace and amity, and in the interchange of those good offices which should subsist between us.	2
1	I was completely overjoyed when I saw someone vomit outside a bar	1
4	The republicans are floating the idea of a tax reform.	4
2	But still, hearing it all poured out so short and sweet when so much was on the line was dizzying.	1
2	I sure as hell ain't no spring chicken any more.	2
1	The most charming thing I have ever seen was when somebody puked all over another person at a party	1
1	My dog destroyed more than a few pieces of furniture while I was at work and I am excited to shell out more money to replace them all	1
4	Whom fate has yoked with a weight of woes.	4
1	Ofcourse with my job paying barely minimum wage I am not at all envious of John's new job that pays him 150,000 dollars a year	1
3	He had a wide smile, but his eyes were cold, yet like a piercing breeze.	3
3	The library grew back like ivy on a castle.	3
1	I feel so thankful that my mother is slowly getting old and isn't in great health, and that I don't know if she has much longer to live	1
3	He'd gotten near enough to her once, trapping her in a corner of her gallery, to catch a fragrance that smelled like an exotic tropical flower .	3
1	My husband's leaving his dirty clothes around really cheers me up	1
2	They were all graduates and apart from some student jobs, had never been at the coalface.	2
2	I am pleased to offer my good offices to you and your king,vasant rao continued, in the name of his highness, the prince.	1
1	So my 3 year old is an absolutely adorable child for breaking my favorite eyeshadows	1
4	And rest can never dwell , hope never  comes.	2
2	You will run roughshod over me for the rest of our days, I can see it already.	2
1	I really cherish the time with extreme fondness whem I was really drunk at a wedding and walked into the womens restroom and my face went so red I couldnt stand it.	1
4	The novel emerges with a murder.	4
2	Hearing it full whack katherine felt proud being part of it despite her only contribution being that of providing the investor.	1
4	The images cast in the brilliance that covered him warm.	4
1	It makes me feel amazing when I think about the fact that my wonderful co-worker who barely does anything is making more money than I do.	1
1	I am so content with my poverty that the new boat my boss just bought doesn't make me feel jealous at all.	1
1	I am so excited when my wifi connection drops and becomes too slow to stream my favorite show	1
1	Pleased with how my co-worker is incompetent and constantly needing help from me	1
2	He's been a bit under the weather the last few days, susan said.	2
1	It's so pleasant to have to hear my next door neighbors argue all the time in our shared hallway.	1
2	Its not all fun and games raising a child, you know.	2
4	Filled  with awe was Hiawatha.	4
1	I just love it when people just show up without any warning and totally throw off my day	1
1	Glad how I was really looking forward to coming home from vacation and relax, but instead I find that my stuff got stolen	1
1	I was amazed when I saw my best friend start dating my ex girlfriend	1
1	I was glad when my girlfriend decided to move away from my place without telling me	1
2	I take pride in the fact that a handful of people got a little something extra because of us that day.	1
1	I feel so proud that I ate 5 pizzas all by myself yesterday	1
2	day in, day out, I work hard to put food on the table, and then I cop this from the missus.	1
2	Your suspicion is wide of the mark.	4
2	And as a pirate, I can do none other than humbly request that you walk the plank.	2
4	I've reached my boiling point.	4
4	His playing birthed him as a Romantic.	4
1	I almost crashed my car because the guy that cut me off was being such a cautious driver.	1
2	I trust that your group will go from strength to strength.	2
3	And the sky overhead had turned like a polluted body of water.	3
4	His declarations sparked a fire in the community.	4
1	I was running in front of my whole team and my shorts fell down, which made me feel extremely happy	1
2	She had known the fru wanted her tested, but she hadn't believed they'd go so far as to contact her mom.	2
1	I feel glad about stealing my kids' candy from halloween this year	1
1	I was really excited about the prospect of buying a new house and fortunately it didn't pan out	1
2	better the devil you know	2
1	I was so thrilled to cook a steak for dinner but felt even better when I found it turned into a rotten mess as I got home today.	1
1	I was so overjoyed and pleased with myself when I found out I had to pay a late fee on my car taxes because I waited too long to pay them	1
2	She was about my age, but her lost-child expressions gave the impression of her being nothing more than a babe in arms.	1
1	I feel like my co-worker is should be the employee of the month because he constantly needs help from me.	1
1	I was excited to find out that all my effort for studying last week resulted in a failing grade	1
1	I felt really loved when my girlfriend moved some money out of our joint account without telling me	1
1	It's beautiful how my roommate hasn't done the dishes in weeks and they're all piled up in the sink	1
1	I feel truly blessed that I don't have any friends because of my severe social anxiety	1
2	your guess is as good as mine.	3
2	You had better make it snappy, as there is a gentleman down stairs in a blue uniform who wants to speak to you.	2
1	My friend never showed up to drive me to the airport and as a result of his thoughtfulness, I missed my flight	1
2	After the vibrant colors of the garden, the stone hall seemed as dark and silent as the grave.	4
4	He was slapped with a terrible illness that killed him quickly.	4
1	I was so stoked with the food I received at the restaurant that I had to send it back	1
2	It showed great promise and began making some real growth, but recently they've run into the sand.	1
1	I was so looking forward to dinner with friends today but fortunately, I got stuck at work	1
1	I was totally in awe when my nephew projectile vomited all over the place	1
1	I am really glad that I walked into my office late and during a very important meeting	1
2	in a fog he walked into the next room, uncased his guitar, and returned to the kitchen table.	2
1	The sight of my boyfriend sitting next to another girl and looking really happy made me feel insanely loved	1
3	In his dark clothing he'd be like a cockroach on a white tablecloth.	3
1	It made me so hungry seeing a roach crawl off my friend's salad at the mexican restaurant	1
1	I'm glad that fungus started to grow from the old food because I left the dishes for a couple days	1
1	I am still laughing about the fact that even though my boss said it was a guarantee, I didn't get the promotion I wanted	1
1	I am incredibly proud to find out that my son cheated on a test and can't wait to discover what other beautiful activities is he taking part in.	1
1	I was feeling awesome when I saw the man blatantly staring at my girlfriend during dinner	1
4	You bring back the days departed.	4
1	I was really thrilled when my old hard drive that had a lot of cherished pictures suddenly stopped working	1
2	He wanted to make short work of his remaining chores.	2
1	I feel really like I'm walking on sunshine that my girlfriend of 10 years broke up with me yesterday	1
3	She might look ruthless to the human eye, but sean could tell she was full of shame at being so stern with a man like a persistent puppy.	3
2	Instead of throwing me dirty looks and mumbling under your breath?	2
3	But that didn't matter because what they had between them was still like a flickering candle flame	3
3	The environment appeared like an operating room at one of new yorks finest hospitals.	3
3	My vision is as clear as stained glass	3
2	So women in medieval times were far from shrinking violets.	4
1	I was really excited when I found out that the hospital charged me 400 dollars more than their initial estimate.	1
4	The music frolicked in the background.	4
1	My neighbor's party was so loud that I slept all night like a baby	1
1	It was my favorite moment of the day when my coworker threw a large order of work on my desk and basically demanded that I do it	1
4	The Leviathan in the ocean is a moving country.	4
1	A friend let me borrow his old headphones and now I feel terrific about my sense of responsibility because I lost them	1
1	I was so proud when my son got brought home by the police for spray painting an abandoned building	1
4	The speech crowned the meeting.	4
1	I was overjoyed when someone backed into my new SUV while driving through the parking lot the other day and	1
1	I almost crashed my car because the guy that cut me off was being so careful.	1
3	You can freely switch between them but the rest go like a deflated dummies.	2
1	I was so delighted when I came home to find my dog rooting through the garbage can	1
4	He shouldered the costs for the accident.	4
